01_20140105_03_06,1.0
01_20140105_04_01,5.0
01_20140105_04_02,3.0
01_20140105_04_03,2.0
01_20140105_04_04,1.0
01_20140105_04_05,4.0
01_20140105_04_06,6.0
01_20140105_05_01,6.0
01_20140105_05_02,1.0
01_20140105_05_03,2.0
01_20140105_05_04,5.0
01_20140105_05_05,4.0
01_20140105_05_06,3.0
01_20140105_06_01,1.0
01_20140105_06_02,2.0
01_20140105_06_03,5.0
01_20140105_06_04,3.0
01_20140105_06_05,4.0
01_20140105_06_06,6.0
01_20140105_07_01,3.0
01_20140105_07_02,6.0
01_20140105_07_03,5.0
01_20140105_07_04,2.0
01_20140105_07_05,1.0
01_20140105_07_06,4.0
01_20140105_08_01,2.0
01_20140105_08_02,1.0
01_20140105_08_03,4.0
01_20140105_08_04,5.0
01_20140105_08_05,6.0
01_20140105_08_06,3.0
01_20140105_09_01,1.0
01_20140105_09_02,4.0
01_20140105_09_03,6.0
01_20140105_09_04,5.0
01_20140105_09_05,2.0
01_20140105_09_06,3.0
01_20140105_10_01,5.0
01_20140105_10_02,4.0
01_20140105_10_03,2.0
01_20140105_10_04,1.0
01_20140105_10_05,6.0
01_20140105_10_06,3.0
01_20140105_11_01,1.0
01_20140105_11_02,3.0
01_20140105_11_03,2.0
01_20140105_11_04,5.0
01_20140105_11_05,4.0
01_20140105_11_06,6.0
01_20140105_12_01,1.0
01_20140105_12_02,5.0
01_20140105_12_03,3.0
01_20140105_12_04,4.0
01_20140105_12_05,2.0
01_20140105_12_06,6.0
01_20140106_01_01,5.0
01_20140106_01_02,2.0
01_20140106_01_03,4.0
01_20140106_01_04,6.0
01_20140106_01_05,3.0
01_20140106_01_06,1.0
01_20140106_02_01,2.0
01_20140106_02_02,1.0
01_20140106_02_03,3.0
01_20140106_02_04,5.0
01_20140106_02_05,4.0
01_20140106_02_06,6.0
01_20140106_03_01,1.0
01_20140106_03_02,2.0
01_20140106_03_03,5.0
01_20140106_03_04,3.0
01_20140106_03_05,4.0
01_20140106_03_06,6.0
01_20140106_04_01,2.0
01_20140106_04_02,6.0
01_20140106_04_03,1.0
01_20140106_04_04,3.0
01_20140106_04_05,5.0
01_20140106_04_06,4.0
01_20140106_05_01,1.0
01_20140106_05_02,5.0
01_20140106_05_03,4.0
01_20140106_05_04,3.0
01_20140106_05_05,2.0
01_20140106_05_06,6.0
01_20140106_06_01,1.0
01_20140106_06_02,2.0
01_20140106_06_03,5.0
01_20140106_06_04,4.0
01_20140106_06_05,6.0
01_20140106_06_06,3.0
01_20140106_07_01,1.0
01_20140106_07_02,2.0
01_20140106_07_03,6.0
01_20140106_07_04,3.0
01_20140106_07_05,4.0
01_20140106_07_06,5.0
01_20140106_08_01,3.0
01_20140106_08_02,2.0
01_20140106_08_03,4.0
01_20140106_08_04,5.0
01_20140106_08_05,6.0
01_20140106_08_06,1.0
01_20140106_09_01,1.0
01_20140106_09_02,6.0
01_20140106_09_03,3.0
01_20140106_09_04,2.0
01_20140106_09_05,4.0
01_20140106_09_06,5.0
01_20140106_10_01,1.0
01_20140106_10_02,3.0
01_20140106_10_03,4.0
01_20140106_10_04,5.0
01_20140106_10_05,2.0
01_20140106_10_06,6.0
01_20140106_11_01,1.0
01_20140106_11_02,2.0
01_20140106_11_03,6.0
01_20140106_11_04,4.0
01_20140106_11_05,3.0
01_20140106_11_06,5.0
01_20140106_12_01,2.0
01_20140106_12_02,1.0
01_20140106_12_03,6.0
01_20140106_12_04,4.0
01_20140106_12_05,5.0
01_20140106_12_06,3.0
01_20140107_01_01,5.0
01_20140107_01_02,2.0
01_20140107_01_03,4.0
01_20140107_01_04,1.0
01_20140107_01_05,6.0
01_20140107_01_06,3.0
01_20140107_02_01,1.0
01_20140107_02_02,2.0
01_20140107_02_03,6.0
01_20140107_02_04,3.0
01_20140107_02_05,4.0
01_20140107_02_06,5.0
01_20140107_03_01,1.0
01_20140107_03_02,4.0
01_20140107_03_03,5.0
01_20140107_03_04,3.0
01_20140107_03_05,6.0
01_20140107_03_06,2.0
01_20140107_04_01,1.0
01_20140107_04_02,2.0
01_20140107_04_03,5.0
01_20140107_04_04,4.0
01_20140107_04_05,3.0
01_20140107_04_06,6.0
01_20140107_05_01,1.0
01_20140107_05_02,4.0
01_20140107_05_03,2.0
01_20140107_05_04,5.0
01_20140107_05_05,6.0
01_20140107_05_06,3.0
01_20140107_06_01,1.0
01_20140107_06_02,2.0
01_20140107_06_03,5.0
01_20140107_06_04,6.0
01_20140107_06_05,3.0
01_20140107_06_06,4.0
01_20140107_07_01,1.0
01_20140107_07_02,4.0
01_20140107_07_03,2.0
01_20140107_07_04,6.0
01_20140107_07_05,3.0
01_20140107_07_06,5.0
01_20140107_08_01,2.0
01_20140107_08_02,5.0
01_20140107_08_03,3.0
01_20140107_08_04,6.0
01_20140107_08_05,4.0
01_20140107_08_06,1.0
01_20140107_09_01,1.0
01_20140107_09_02,6.0
01_20140107_09_03,3.0
01_20140107_09_04,5.0
01_20140107_09_05,4.0
01_20140107_09_06,2.0
01_20140107_10_01,3.0
01_20140107_10_02,1.0
01_20140107_10_03,4.0
01_20140107_10_04,5.0
01_20140107_10_05,2.0
01_20140107_10_06,6.0
01_20140107_11_01,6.0
01_20140107_11_02,2.0
01_20140107_11_03,1.0
01_20140107_11_04,5.0
01_20140107_11_05,3.0
01_20140107_11_06,4.0
01_20140107_12_01,1.0
01_20140107_12_02,6.0
01_20140107_12_03,3.0
01_20140107_12_04,2.0
01_20140107_12_05,4.0
01_20140107_12_06,5.0
01_20140111_01_01,3.0
01_20140111_01_02,4.0
01_20140111_01_03,5.0
01_20140111_01_04,1.0
01_20140111_01_05,2.0
01_20140111_01_06,6.0
01_20140111_02_01,4.0
01_20140111_02_02,3.0
01_20140111_02_03,6.0
01_20140111_02_04,1.0
01_20140111_02_05,2.0
01_20140111_02_06,5.0
01_20140111_03_01,1.0
01_20140111_03_02,2.0
01_20140111_03_03,3.0
01_20140111_03_04,6.0
01_20140111_03_05,4.0
01_20140111_03_06,5.0
01_20140111_04_01,2.0
01_20140111_04_02,5.0
01_20140111_04_03,1.0
01_20140111_04_04,4.0
01_20140111_04_05,6.0
01_20140111_04_06,3.0
01_20140111_05_01,2.0
01_20140111_05_02,1.0
01_20140111_05_03,4.0
01_20140111_05_04,5.0
01_20140111_05_05,6.0
01_20140111_05_06,3.0
01_20140111_06_01,1.0
01_20140111_06_02,3.0
01_20140111_06_03,4.0
01_20140111_06_04,5.0
01_20140111_06_05,2.0
01_20140111_06_06,6.0
01_20140111_07_01,4.0
01_20140111_07_02,3.0
01_20140111_07_03,2.0
01_20140111_07_04,5.0
01_20140111_07_05,1.0
01_20140111_07_06,6.0
01_20140111_08_01,2.0
01_20140111_08_02,4.0
01_20140111_08_03,1.0
01_20140111_08_04,3.0
01_20140111_08_05,
01_20140111_08_06,5.0
01_20140111_09_01,1.0
01_20140111_09_02,4.0
01_20140111_09_03,3.0
01_20140111_09_04,2.0
01_20140111_09_05,5.0
01_20140111_09_06,6.0
01_20140111_10_01,1.0
01_20140111_10_02,6.0
01_20140111_10_03,2.0
01_20140111_10_04,5.0
01_20140111_10_05,4.0
01_20140111_10_06,3.0
01_20140111_11_01,1.0
01_20140111_11_02,2.0
01_20140111_11_03,3.0
01_20140111_11_04,4.0
01_20140111_11_05,5.0
01_20140111_11_06,6.0
01_20140111_12_01,1.0
01_20140111_12_02,5.0
01_20140111_12_03,6.0
01_20140111_12_04,3.0
01_20140111_12_05,2.0
01_20140111_12_06,4.0
01_20140112_01_01,4.0
01_20140112_01_02,1.0
01_20140112_01_03,5.0
01_20140112_01_04,3.0
01_20140112_01_05,2.0
01_20140112_01_06,6.0
01_20140112_02_01,2.0
01_20140112_02_02,5.0
01_20140112_02_03,1.0
01_20140112_02_04,3.0
01_20140112_02_05,6.0
01_20140112_02_06,4.0
01_20140112_03_01,1.0
01_20140112_03_02,2.0
01_20140112_03_03,4.0
01_20140112_03_04,5.0
01_20140112_03_05,3.0
01_20140112_03_06,6.0
01_20140112_04_01,2.0
01_20140112_04_02,3.0
01_20140112_04_03,5.0
01_20140112_04_04,4.0
01_20140112_04_05,1.0
01_20140112_04_06,6.0
01_20140112_05_01,2.0
01_20140112_05_02,5.0
01_20140112_05_03,1.0
01_20140112_05_04,3.0
01_20140112_05_05,6.0
01_20140112_05_06,4.0
01_20140112_06_01,1.0
01_20140112_06_02,3.0
01_20140112_06_03,4.0
01_20140112_06_04,2.0
01_20140112_06_05,5.0
01_20140112_06_06,6.0
01_20140112_07_01,3.0
01_20140112_07_02,4.0
01_20140112_07_03,2.0
01_20140112_07_04,1.0
01_20140112_07_05,5.0
01_20140112_07_06,6.0
01_20140112_08_01,1.0
01_20140112_08_02,3.0
01_20140112_08_03,2.0
01_20140112_08_04,5.0
01_20140112_08_05,6.0
01_20140112_08_06,4.0
01_20140112_09_01,3.0
01_20140112_09_02,2.0
01_20140112_09_03,1.0
01_20140112_09_04,5.0
01_20140112_09_05,6.0
01_20140112_09_06,4.0
01_20140112_10_01,1.0
01_20140112_10_02,6.0
01_20140112_10_03,2.0
01_20140112_10_04,3.0
01_20140112_10_05,5.0
01_20140112_10_06,4.0
01_20140112_11_01,5.0
01_20140112_11_02,3.0
01_20140112_11_03,2.0
01_20140112_11_04,1.0
01_20140112_11_05,6.0
01_20140112_11_06,4.0
01_20140112_12_01,1.0
01_20140112_12_02,6.0
01_20140112_12_03,5.0
01_20140112_12_04,2.0
01_20140112_12_05,4.0
01_20140112_12_06,3.0
01_20140113_01_01,4.0
01_20140113_01_02,3.0
01_20140113_01_03,1.0
01_20140113_01_04,2.0
01_20140113_01_05,5.0
01_20140113_01_06,
01_20140113_02_01,1.0
01_20140113_02_02,4.0
01_20140113_02_03,5.0
01_20140113_02_04,3.0
01_20140113_02_05,6.0
01_20140113_02_06,2.0
01_20140113_03_01,1.0
01_20140113_03_02,5.0
01_20140113_03_03,6.0
01_20140113_03_04,4.0
01_20140113_03_05,3.0
01_20140113_03_06,2.0
01_20140113_04_01,6.0
01_20140113_04_02,2.0
01_20140113_04_03,5.0
01_20140113_04_04,3.0
01_20140113_04_05,1.0
01_20140113_04_06,4.0
01_20140113_05_01,2.0
01_20140113_05_02,3.0
01_20140113_05_03,1.0
01_20140113_05_04,4.0
01_20140113_05_05,5.0
01_20140113_05_06,6.0
01_20140113_06_01,1.0
01_20140113_06_02,3.0
01_20140113_06_03,2.0
01_20140113_06_04,4.0
01_20140113_06_05,5.0
01_20140113_06_06,6.0
01_20140113_07_01,2.0
01_20140113_07_02,1.0
01_20140113_07_03,3.0
01_20140113_07_04,5.0
01_20140113_07_05,6.0
01_20140113_07_06,4.0
01_20140113_08_01,2.0
01_20140113_08_02,1.0
01_20140113_08_03,6.0
01_20140113_08_04,4.0
01_20140113_08_05,3.0
01_20140113_08_06,5.0
01_20140113_09_01,3.0
01_20140113_09_02,2.0
01_20140113_09_03,1.0
01_20140113_09_04,6.0
01_20140113_09_05,5.0
01_20140113_09_06,4.0
01_20140113_10_01,5.0
01_20140113_10_02,1.0
01_20140113_10_03,2.0
01_20140113_10_04,3.0
01_20140113_10_05,4.0
01_20140113_10_06,6.0
01_20140113_11_01,2.0
01_20140113_11_02,
01_20140113_11_03,5.0
01_20140113_11_04,4.0
01_20140113_11_05,3.0
01_20140113_11_06,1.0
01_20140113_12_01,5.0
01_20140113_12_02,6.0
01_20140113_12_03,1.0
01_20140113_12_04,4.0
01_20140113_12_05,3.0
01_20140113_12_06,2.0
01_20140114_01_01,4.0
01_20140114_01_02,1.0
01_20140114_01_03,5.0
01_20140114_01_04,3.0
01_20140114_01_05,2.0
01_20140114_01_06,6.0
01_20140114_02_01,1.0
01_20140114_02_02,2.0
01_20140114_02_03,4.0
01_20140114_02_04,3.0
01_20140114_02_05,6.0
01_20140114_02_06,5.0
01_20140114_03_01,6.0
01_20140114_03_02,1.0
01_20140114_03_03,2.0
01_20140114_03_04,5.0
01_20140114_03_05,4.0
01_20140114_03_06,3.0
01_20140114_04_01,4.0
01_20140114_04_02,5.0
01_20140114_04_03,6.0
01_20140114_04_04,1.0
01_20140114_04_05,3.0
01_20140114_04_06,2.0
01_20140114_05_01,6.0
01_20140114_05_02,2.0
01_20140114_05_03,5.0
01_20140114_05_04,1.0
01_20140114_05_05,3.0
01_20140114_05_06,4.0
01_20140114_06_01,1.0
01_20140114_06_02,2.0
01_20140114_06_03,5.0
01_20140114_06_04,3.0
01_20140114_06_05,4.0
01_20140114_06_06,6.0
01_20140114_07_01,1.0
01_20140114_07_02,2.0
01_20140114_07_03,6.0
01_20140114_07_04,5.0
01_20140114_07_05,4.0
01_20140114_07_06,3.0
01_20140114_08_01,2.0
01_20140114_08_02,4.0
01_20140114_08_03,3.0
01_20140114_08_04,5.0
01_20140114_08_05,6.0
01_20140114_08_06,1.0
01_20140114_09_01,1.0
01_20140114_09_02,2.0
01_20140114_09_03,3.0
01_20140114_09_04,4.0
01_20140114_09_05,5.0
01_20140114_09_06,6.0
01_20140114_10_01,1.0
01_20140114_10_02,5.0
01_20140114_10_03,3.0
01_20140114_10_04,2.0
01_20140114_10_05,
01_20140114_10_06,4.0
01_20140114_11_01,4.0
01_20140114_11_02,5.0
01_20140114_11_03,6.0
01_20140114_11_04,1.0
01_20140114_11_05,2.0
01_20140114_11_06,3.0
01_20140114_12_01,1.0
01_20140114_12_02,3.0
01_20140114_12_03,4.0
01_20140114_12_04,2.0
01_20140114_12_05,5.0
01_20140114_12_06,6.0
01_20140115_01_01,1.0
01_20140115_01_02,4.0
01_20140115_01_03,2.0
01_20140115_01_04,3.0
01_20140115_01_05,6.0
01_20140115_01_06,5.0
01_20140115_02_01,5.0
01_20140115_02_02,3.0
01_20140115_02_03,2.0
01_20140115_02_04,4.0
01_20140115_02_05,1.0
01_20140115_02_06,6.0
01_20140115_03_01,2.0
01_20140115_03_02,1.0
01_20140115_03_03,3.0
01_20140115_03_04,5.0
01_20140115_03_05,6.0
01_20140115_03_06,4.0
01_20140115_04_01,2.0
01_20140115_04_02,6.0
01_20140115_04_03,3.0
01_20140115_04_04,5.0
01_20140115_04_05,1.0
01_20140115_04_06,4.0
01_20140115_05_01,1.0
01_20140115_05_02,2.0
01_20140115_05_03,5.0
01_20140115_05_04,6.0
01_20140115_05_05,3.0
01_20140115_05_06,4.0
01_20140115_06_01,1.0
01_20140115_06_02,3.0
01_20140115_06_03,2.0
01_20140115_06_04,6.0
01_20140115_06_05,4.0
01_20140115_06_06,5.0
01_20140115_07_01,1.0
01_20140115_07_02,3.0
01_20140115_07_03,4.0
01_20140115_07_04,6.0
01_20140115_07_05,5.0
01_20140115_07_06,2.0
01_20140115_08_01,1.0
01_20140115_08_02,2.0
01_20140115_08_03,3.0
01_20140115_08_04,5.0
01_20140115_08_05,4.0
01_20140115_08_06,6.0
01_20140115_09_01,1.0
01_20140115_09_02,5.0
01_20140115_09_03,4.0
01_20140115_09_04,2.0
01_20140115_09_05,3.0
01_20140115_09_06,6.0
01_20140115_10_01,1.0
01_20140115_10_02,4.0
01_20140115_10_03,5.0
01_20140115_10_04,2.0
01_20140115_10_05,6.0
01_20140115_10_06,3.0
01_20140115_11_01,1.0
01_20140115_11_02,6.0
01_20140115_11_03,3.0
01_20140115_11_04,2.0
01_20140115_11_05,5.0
01_20140115_11_06,4.0
01_20140115_12_01,1.0
01_20140115_12_02,6.0
01_20140115_12_03,2.0
01_20140115_12_04,3.0
01_20140115_12_05,4.0
01_20140115_12_06,5.0
01_20140126_01_01,4.0
01_20140126_01_02,1.0
01_20140126_01_03,3.0
01_20140126_01_04,2.0
01_20140126_01_05,5.0
01_20140126_01_06,6.0
01_20140126_02_01,3.0
01_20140126_02_02,4.0
01_20140126_02_03,1.0
01_20140126_02_04,6.0
01_20140126_02_05,2.0
01_20140126_02_06,5.0
01_20140126_03_01,5.0
01_20140126_03_02,2.0
01_20140126_03_03,6.0
01_20140126_03_04,3.0
01_20140126_03_05,1.0
01_20140126_03_06,4.0
01_20140126_04_01,1.0
01_20140126_04_02,3.0
01_20140126_04_03,5.0
01_20140126_04_04,6.0
01_20140126_04_05,2.0
01_20140126_04_06,4.0
01_20140126_05_01,2.0
01_20140126_05_02,6.0
01_20140126_05_03,3.0
01_20140126_05_04,1.0
01_20140126_05_05,5.0
01_20140126_05_06,4.0
01_20140126_06_01,1.0
01_20140126_06_02,2.0
01_20140126_06_03,5.0
01_20140126_06_04,6.0
01_20140126_06_05,3.0
01_20140126_06_06,4.0
01_20140126_07_01,3.0
01_20140126_07_02,1.0
01_20140126_07_03,5.0
01_20140126_07_04,2.0
01_20140126_07_05,6.0
01_20140126_07_06,4.0
01_20140126_08_01,3.0
01_20140126_08_02,1.0
01_20140126_08_03,4.0
01_20140126_08_04,5.0
01_20140126_08_05,6.0
01_20140126_08_06,2.0
01_20140126_09_01,1.0
01_20140126_09_02,4.0
01_20140126_09_03,6.0
01_20140126_09_04,2.0
01_20140126_09_05,3.0
01_20140126_09_06,5.0
01_20140126_10_01,1.0
01_20140126_10_02,4.0
01_20140126_10_03,2.0
01_20140126_10_04,
01_20140126_10_05,5.0
01_20140126_10_06,3.0
01_20140126_11_01,1.0
01_20140126_11_02,6.0
01_20140126_11_03,3.0
01_20140126_11_04,2.0
01_20140126_11_05,5.0
01_20140126_11_06,4.0
01_20140126_12_01,1.0
01_20140126_12_02,5.0
01_20140126_12_03,3.0
01_20140126_12_04,6.0
01_20140126_12_05,2.0
01_20140126_12_06,4.0
01_20140127_01_01,6.0
01_20140127_01_02,2.0
01_20140127_01_03,4.0
01_20140127_01_04,1.0
01_20140127_01_05,3.0
01_20140127_01_06,5.0
01_20140127_02_01,1.0
01_20140127_02_02,5.0
01_20140127_02_03,4.0
01_20140127_02_04,3.0
01_20140127_02_05,6.0
01_20140127_02_06,2.0
01_20140127_03_01,1.0
01_20140127_03_02,2.0
01_20140127_03_03,4.0
01_20140127_03_04,5.0
01_20140127_03_05,3.0
01_20140127_03_06,6.0
01_20140127_04_01,3.0
01_20140127_04_02,5.0
01_20140127_04_03,
01_20140127_04_04,1.0
01_20140127_04_05,2.0
01_20140127_04_06,4.0
01_20140127_05_01,3.0
01_20140127_05_02,1.0
01_20140127_05_03,4.0
01_20140127_05_04,5.0
01_20140127_05_05,2.0
01_20140127_05_06,6.0
01_20140127_06_01,1.0
01_20140127_06_02,2.0
01_20140127_06_03,5.0
01_20140127_06_04,6.0
01_20140127_06_05,4.0
01_20140127_06_06,3.0
01_20140127_07_01,4.0
01_20140127_07_02,6.0
01_20140127_07_03,5.0
01_20140127_07_04,1.0
01_20140127_07_05,2.0
01_20140127_07_06,3.0
01_20140127_08_01,2.0
01_20140127_08_02,1.0
01_20140127_08_03,3.0
01_20140127_08_04,4.0
01_20140127_08_05,5.0
01_20140127_08_06,6.0
01_20140127_09_01,1.0
01_20140127_09_02,5.0
01_20140127_09_03,4.0
01_20140127_09_04,2.0
01_20140127_09_05,6.0
01_20140127_09_06,3.0
01_20140127_10_01,2.0
01_20140127_10_02,1.0
01_20140127_10_03,4.0
01_20140127_10_04,3.0
01_20140127_10_05,6.0
01_20140127_10_06,5.0
01_20140127_11_01,2.0
01_20140127_11_02,1.0
01_20140127_11_03,4.0
01_20140127_11_04,6.0
01_20140127_11_05,3.0
01_20140127_11_06,5.0
01_20140127_12_01,1.0
01_20140127_12_02,2.0
01_20140127_12_03,5.0
01_20140127_12_04,4.0
01_20140127_12_05,6.0
01_20140127_12_06,3.0
01_20140128_01_01,2.0
01_20140128_01_02,3.0
01_20140128_01_03,4.0
01_20140128_01_04,1.0
01_20140128_01_05,6.0
01_20140128_01_06,5.0
01_20140128_02_01,2.0
01_20140128_02_02,4.0
01_20140128_02_03,1.0
01_20140128_02_04,6.0
01_20140128_02_05,3.0
01_20140128_02_06,5.0
01_20140128_03_01,3.0
01_20140128_03_02,4.0
01_20140128_03_03,5.0
01_20140128_03_04,1.0
01_20140128_03_05,6.0
01_20140128_03_06,2.0
01_20140128_04_01,6.0
01_20140128_04_02,5.0
01_20140128_04_03,1.0
01_20140128_04_04,3.0
01_20140128_04_05,2.0
01_20140128_04_06,4.0
01_20140128_05_01,2.0
01_20140128_05_02,1.0
01_20140128_05_03,
01_20140128_05_04,3.0
01_20140128_05_05,
01_20140128_05_06,4.0
01_20140128_06_01,1.0
01_20140128_06_02,3.0
01_20140128_06_03,2.0
01_20140128_06_04,5.0
01_20140128_06_05,4.0
01_20140128_06_06,6.0
01_20140128_07_01,2.0
01_20140128_07_02,3.0
01_20140128_07_03,1.0
01_20140128_07_04,4.0
01_20140128_07_05,6.0
01_20140128_07_06,5.0
01_20140128_08_01,6.0
01_20140128_08_02,5.0
01_20140128_08_03,2.0
01_20140128_08_04,1.0
01_20140128_08_05,3.0
01_20140128_08_06,4.0
01_20140128_09_01,2.0
01_20140128_09_02,4.0
01_20140128_09_03,3.0
01_20140128_09_04,5.0
01_20140128_09_05,6.0
01_20140128_09_06,1.0
01_20140128_10_01,5.0
01_20140128_10_02,4.0
01_20140128_10_03,6.0
01_20140128_10_04,2.0
01_20140128_10_05,1.0
01_20140128_10_06,3.0
01_20140128_11_01,2.0
01_20140128_11_02,1.0
01_20140128_11_03,4.0
01_20140128_11_04,5.0
01_20140128_11_05,6.0
01_20140128_11_06,3.0
